PPN; EPN; Jahr; Titel+Zusatz; Verfasser; Ort+Verlag; Umfang; Basisklassifikation; Schlagwort; ExKommentar4802; Schlagwort6800; Abrufzeichen8600; Signatur; Standort; URL588846694; 3979452271; 1933; Opisanie karty lensko-chatanskogo kraja po materialam Jakutskoj Ėkspedicii Akademii nauk SSSR; nan; Leningrad : Vsesojuznyj arktičeskij Institut [u.a.]; 1 Band (186 Seiten); nan; nan; nan; nan; nan; 4'@Kart. D 3281; 1:KTA; nan
1696969174; 3646588969; 1931; Karta Aziatsskoj časti S.S.S.R; nan; Moskva : Izdanie Giprogora RSFSR; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2357; 1:KTA; nan
1745808043; 3843405131; 1859; Karta rečnoj oblasti Amura ... [Carte fluviale de la province de l'Amour]; nan; [S.l.] : Lith. de la section de topographie militaire; 1 flle; nan; nan; nan; nan; nan; Kart. D 2523; 1:KTA; nan
1703307453; 3694703063; 1859; Plan der Castries Bay nahe der Amur Mündung; nan; Berlin : Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2780; 1:KTA; nan
609075888; 3993755049; 1859; Karten-Atlas zu Dr. A. v. Middendorff's Reise in den äussersten Norden und Osten Sibiriens; nan; St. Petersburg : Buchdr. der Kaiserlichen Akademie der Wissenschaften; 1 Atlas (18 Blätter); nan; nan; nan; nan; nan; 2'@Kart. D 3367; 1:KTA; nan
1782349103; 4020831297; 1858; Karte des Amur-Landes : nach den neuesten Quellen und mit Benutzung der Angaben von L. v. Schrenck und C. Maximovicz; Samochwaloff, S.; St. Petersburg : K. Akademie der Wissenschaften; 1 carte; nan; nan; nan; nan; nan; Kart. D 2520; 1:KTA; nan
1779620047; 4008366814; 1858; Flussgebiet des Witim in Ost-Sibirien : nach Schwarz astronomischer Expedition; nan; Berlin : D. Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3730; 1:KTA; nan
860998525; 3918129489; 1858; Karte vom Russisch-Chinesischen Grenzgebiet am Balkhasch-See und Issyk-Kul; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2760; 1:KTA; nan
860998703; 3918158942; 1857; Karte eines Theils von Trans-Baikalien nach den neuesten russischen Quellen; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2710; 1:KTA; nan
860998681; 3918155528; 1857; Physikalische Karte des Amur-Stromes : nach den neuesten russischen Berichten; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2508; 1:KTA; nan
1756271534; 3918776107; 1856; Skizze von West-Sibirien : Dichtigkeit der Bevölkerung im Jahre 1851; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 2 Karten auf 1 Blatt; nan; nan; nan; nan; nan; Kart. D 3710; 1:KTA; nan
1727956168; 3743477378; 1856; Der östlichste Russisch-Chines. Grenzbezirk im Tungusenlande : nach v. Middendorf's Karte mit Berichtigung durch die in den Jahren 1849-53 durch L. Schwarz astronomisch bestimmten Positionen; nan; Berlin : D. Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3630; 1:KTA; nan
1726741524; 373795173X; 1856; Übersicht der in der Umgebung des Baikal Sees : von L. Schwarz im Jahre 1849 astronomisch bestimmten Positionen; nan; Berlin : D. Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2696; 1:KTA; nan
1695549686; 3628501288; 1856; Karte vom untern Laufe des Sir Darja : nach den neusten Aufnahmen des Capitain Lieutenants Iwaschtschinzoff 1854; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3530; 1:KTA; nan
860998460; 3918773051; 1856; Skizze vom untern Amur-Lande nebst Umgebungen; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2500; 1:KTA; nan
860998371; 3918773248; 1856; Skizze des Amur-Stromes : nach Peschtschuroff's astronomischen Messungen im J. 1855, und die russisch-chinesische Grenze vom J. 1659 - 1856; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2502; 1:KTA; nan
1049356632; 1849737754; 1853; Survey of the Sea of Aral; nan; London : John Murray; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2614; 4:KTA; nan
1670030954; 3497271675; 1852; Karte vom Aral-See und Chanat Chiwa nach; nan; Berlin; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2620; 1:KTA; nan
1670033724; 3497278327; 1851; Chanykows Karte vom Aral See u. Chiwa. Transkription der Namen aus dem russischen Original von H. Kiepert Decl. 1851; nan; [S.l.]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2622; 1:KTA; nan
1700593447; 3687325458; 1848; General'naka karta zapadnoj Sibiri s' kirgizskoju step'ju; nan; [Sankt Petersburg]; 1 Karte auf 2 Blättern; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 3715; 4:KTA; nan
26592569X; 726680990; 1845; Denkschrift über den untern Lauf des Oxus zum Karabugas-Haff des Caspischen Meeres und über die Strombahn des Ochus, oder Tedshen der Neueren, zur Balkan-Bay : nebst einem Anhang merkwürdiger Nachrichten über die turanischen Länder, als Nachtrag der geographischen Analyse eines Versuchs zur Darst. des Aralo-Caspischen Gesenkes ; hiebei Basiner's Karte des Amu-Delta in Chiwa, eine Uebersichts-Karte des Laufes des Oxus und Ochus und Murawief's Karte des Chanates Chiwa und des Landes Turkomannen ; ein Sendschreiben an ... Alexander von Humboldt; Zimmermann, Carl *1813-1861* ; ID: gnd/116999497; Berlin : Reimer; VII, 184 S.; nan; nan; nan; nan; nan; 4'@Kart. D 2430; 1:KTA; nan
140398066; 3421563055; 1845; nan; Čichačev, Petr A. *1808-1890* ; ID: gnd/11887117X; Paris : Gide; [Paris] : Lemercier; 19 Bl., Bl. 25 - 35; nan; nan; nan; nan; nan; Kart. D 2405; 1:KTA; nan
361182333; 593774590; 1837; Die Kirgisen-Steppe zwischen der Wolga und dem Ural : nebst angrenzenden Gegend; nan; Dorpat : C. A. Kluge; 1 Kt.; nan; nan; nan; nan; nan; Kart. D 3175; 1:KTA; nan
1014302536; 1751650332; 1831; Karte der Kirgis-Kaisaken-Steppe; nan; nan; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3170; 1:KTA; nan
178705988X; 4043180659; 1825; General-Karte (nach Mercators Projection) einer während der Jahre 1820, -21, -22 u. -23 durch den Russisch-Kaiserlichen Flotte-Lieutenant Ferdinand Von Wrangel in dem nordöstlichen Theile Sibiriens u. auf dem Eismeere unternommenen Reise; nan; nan; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3362; 1:KTA; nan
1696127645; 3635000574; 1822; Carte des Limites entre la Russie, la Perse et la Turquie : dressée d'après les materiaux les plus authentiques; nan; nan; 1 Karte auf 5 Blätter; nan; nan; nan; nan; nan; Kart. D 3560; 1:KTA; nan
1002785499; 1720742855; 1800; Abzeichnung der gantzen Nord- und Ost-gegend von den Moscovischen grentzen durch Siberien biss zu dem grossen Reich Kitai sonst China; nan; nan; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2130; 1:KTA; nan
